source_signature,row_count,taxonomy_group,source_resolution_level,source_species_normalized,source_organism_name,bacdive_status_closure,species_validation_status,candidate_rescue_status,raw_cache_files_seen,missing_cache_files,cache_record_count_total_before_species_filter,representative_bacdive_record_count,record_count_with_culture_collection,unique_culture_collection_count,has_any_culture_collection,type_strain_record_count,has_type_strain_record,culture_medium_record_count,unique_culture_medium_count,has_any_culture_medium,isolation_source_record_count,unique_isolation_source_count,has_any_isolation_source,country_record_count,unique_country_count,has_any_country,genome_accession_record_count,unique_genome_accession_count,has_any_genome_accession,inclusion_basis_counts,example_culture_collections,example_strain_designations,example_culture_media,example_isolation_sources
taxon:1960|organism:streptomyces vinaceus,3,target_bacteria,taxon_organism,streptomyces vinaceus,Streptomyces vinaceus,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,6,3,3,58,True,1,True,3,2,True,1,2,True,1,1,True,3,5,True,"{""normalized_species_exact"": 3}",DSM 40515; ATCC 27476; CBS 726.72; ETH 28394; IFO 13425; ISP 5515; NBRC 13425; NRRL 2382; RIA 1386; JCM 4090; BCRC 11865; HUT 6082; JCM 4849; KCTC 9771; PCM 2366; RIA 805; DSM 40257; ATCC 11861; ATCC 25510; CBS 307.55,Jones 8542-1,GYM STREPTOMYCES MEDIUM (DSMZ Medium 65); ROLLED OATS MINERAL MEDIUM (DSMZ Medium 84),soil; Soil
taxon:518|organism:bordetella bronchiseptica (alcaligenes bronchisepticus),1,target_bacteria,taxon_organism,bordetella bronchiseptica,Bordetella bronchiseptica (Alcaligenes bronchisepticus),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,118,59,59,81,True,1,True,20,10,True,45,31,True,42,4,True,2,3,True,"{""normalized_species_exact"": 59}",CRBIP4.202; BOR 202; CRBIP4.201; BOR 201; CRBIP4.200; BOR 200; CRBIP4.199; BOR 199; CCUG 60853; CCUG 56928; CCUG 55529; CCUG 54609; CCUG 53629; CCUG 49062; CCUG 47614; CCUG 47609; CCUG 47499; CCUG 47271; CCUG 47159; CCUG 47033,"CB 44; CB 43; FR3025; ECL; VI; III; I; 10970, R978; 10668, R976; R975, 10476; R974, 10302; R973, 10111; 277-86; 10868, R977; 10035, R972; 10111, R971; R970, 9950; B-140",CIP Medium 21; MEDIUM 3 - Columbia agar; CIP Medium 3; MEDIUM 72- for trypto casein soja agar; CIP Medium 72,"Animal, Dog, nasal aspirate; Human, Lung; Animal, Horse; Human sputum,37-yr-old woman,cystic fibrosis; Human sputum,35-yr-old woman,cystic fibrosis"
taxon:29485|organism:yersinia rohdei,1,target_bacteria,taxon_organism,yersinia rohdei,Yersinia rohdei,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,8,4,4,12,True,1,True,1,4,True,4,4,True,4,1,True,1,1,True,"{""normalized_species_exact"": 4}",CCUG 26545; CCUG 26544; CCUG 26543; ATCC 43872; DSM 18270; ATCC 43380; CCUG 38833; CDC 3022-85; CIP 103163; LMG 8454; JCM 7376; NBRC 105715,"H 271-36/78, H271-36/78, 3022-85",TRYPTICASE SOY BROTH AGAR (DSMZ Medium 535); MEDIUM 72- for trypto casein soja agar; CIP Medium 3; CIP Medium 72,"Human feces; Dog feces; dog faeces; Animal, Dog, feces"
taxon:33060|organism:yersinia mollaretii,1,target_bacteria,taxon_organism,yersinia mollaretii,Yersinia mollaretii,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,8,4,4,11,True,1,True,3,5,True,4,6,True,4,4,True,1,2,True,"{""normalized_species_exact"": 4}",CCUG 26536; CIP 103328; CNY 19795; CIP 104888; CNY 24084; DSM 18520; ATCC 43969; CCUG 26331; CDC 2465-87; CIP 103324; CNY 7263,,MEDIUM 3 - Columbia agar; CIP Medium 3; BHI MEDIUM (DSMZ Medium 215); TRYPTICASE SOY BROTH AGAR (DSMZ Medium 535); CIP Medium 72,"Human feces; Human, Faeces; Animal, Cow, feces; soil; Soil"
taxon:29484|organism:yersinia frederiksenii,1,target_bacteria,taxon_organism,yersinia frederiksenii,Yersinia frederiksenii,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,16,8,8,16,True,1,True,3,6,True,8,9,True,7,4,True,1,3,True,"{""normalized_species_exact"": 8}",CCUG 30114; CCUG 26949; CCUG 26594; CCUG 26586; CCUG 8246; CIP 104895; CNY 24886; CIP 104894; CNY 25148; DSM 18490; ATCC 33641; CCUG 11293; CIP 80.29; NCTC 11470; CIP 8029; CNY 6175,,MEDIUM 3 - Columbia agar; CIP Medium 3; MEDIUM 72- for trypto casein soja agar; CIP Medium 72; TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92),"Human feces,visiting Canary Islands in February; Human feces; Forced pork; Forced meat; Human"
taxon:634|organism:yersinia bercovieri,1,target_bacteria,taxon_organism,yersinia bercovieri,Yersinia bercovieri,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,12,6,6,13,True,1,True,3,4,True,6,6,True,3,1,True,1,2,True,"{""normalized_species_exact"": 6}",CCUG 26539; CCUG 26538; CCUG 26537; CIP 103327; CCUG 26330; CNY 19985; CIP 104889; CNY 24595; DSM 18528; ATCC 43970; CCUG 26329; CIP 103323; CNY 7506,,MEDIUM 3 - Columbia agar; CIP Medium 3; TRYPTICASE SOY BROTH AGAR (DSMZ Medium 535); CIP Medium 72,Feces; Food; Celery; human stool; Human feces
taxon:29483|organism:yersinia aldovae,1,target_bacteria,taxon_organism,yersinia aldovae,Yersinia aldovae,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,16,8,8,20,True,1,True,5,4,True,8,9,True,7,4,True,2,2,True,"{""normalized_species_exact"": 8}",CCUG 26915; CCUG 26532; CCUG 18771; ATCC 35237; CIP 104233; CNY 8616; CIP 104236; CNY 7330; CIP 104235; CNY 7096; CIP 104234; CNY 7618; DSM 18303; ATCC 35236; CCUG 18770; CDC 669-83; CNY 6005; JCM 5892; CECT 4314; CIP 103162,,MEDIUM 3 - Columbia agar; CIP Medium 3; CIP Medium 72; TRYPTICASE SOY BROTH AGAR (DSMZ Medium 535),"Human stool; Feces; Fish; Environment, Drinking water; Environment, Water, swimming pool"
taxon:670|organism:vibrio parahaemolyticus,1,target_bacteria,taxon_organism,vibrio parahaemolyticus,Vibrio parahaemolyticus,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,110,55,55,98,True,1,True,18,11,True,38,37,True,32,12,True,3,9,True,"{""normalized_species_exact"": 49, ""validated_bacdive_id_from_closure"": 6}",STI10858; STI10832; STI10831; STI10830; STI10829; STI10828; STI10795; DSM 107522; CCUG 51447; CCUG 47109; CCUG 47004; CCUG 47003; CCUG 45701; CCUG 45391; CCUG 45389; CCUG 43365; CCUG 43364; CCUG 43363; CCUG 43362; CCUG 42817,"IMET 10858; IMET 10832; IMET 10831; IMET 10830; IMET 10829; IMET 10828; IMET 10795; TS-8-11-4; R622, Fofama; 64 S; 64 T; R777; BB22; 1192-70; AH25712; 1132-70; Truro 69/61527; VL 1225; VL 2074; P-5",BACTO MARINE BROTH (DIFCO 2216) (DSMZ Medium 514); COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); Marine agar (MA); CIP Medium 13; MEDIUM 72- for trypto casein soja agar,"sediment (salt marsh estuary); Human leg,46-yr-old man,fascitis,fatal infection; Water or sludge; Industry; Food"
taxon:1655|organism:actinomyces naeslundii,1,target_bacteria,taxon_organism,actinomyces naeslundii,Actinomyces naeslundii,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,162,81,81,99,True,1,True,11,4,True,76,51,True,77,6,True,3,7,True,"{""normalized_species_exact"": 81}",CCUG 66423; CCUG 64199; CCUG 61684; CCUG 59618; CCUG 57217; CCUG 56934 B; CCUG 55048; CCUG 51890; CCUG 51873; CCUG 50100; CCUG 48600; CCUG 47269; CCUG 47191; CCUG 43520 D; CCUG 43520 A; CCUG 41882; CCUG 41524; CCUG 37599; CCUG 35999; CCUG 35425,"716-84; 480-85; 403-82; 727-85; 982-83; 223-83; 473-86; 981-85; 729-85; Bowden X600S-96, CS 1752, X-600",MEDIUM 6 - Columbia agar with 10 % horse blood; CIP Medium 6; COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92),"Human blood,39-yr-old Female; Human blood,15-yr-old Female; Human blood,86-yr-old man; Human blood,85-yr-old woman; Human blood,59-yr-old woman"
taxon:85581|organism:photobacterium damselae subsp. damselae (listonella damsela),1,target_bacteria,taxon_organism,photobacterium damselae,Photobacterium damselae subsp. damselae (Listonella damsela),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,6,3,3,15,True,1,True,3,4,True,3,6,True,3,3,True,0,0,False,"{""base_binomial_match_or_subspecies"": 2, ""normalized_species_exact"": 1}",CIP 103910; ATCC 17911; CIP 104414; JCM 8968; ATCC 51805; CECT 4996; CGMCC 1.3753; NCIMB 13351; DSM 22834; ATCC 51736; CIP 104404; KCTC 12268; LMG 21869; NCIMB 2058; CCUG 35502,315; C-8; K-1,Marine agar (MA); CIP Medium 13; BACTO MARINE BROTH (DIFCO 2216) (DSMZ Medium 514); BHI MEDIUM (DSMZ Medium 215),"White perch; Skin of a labracoglossid fish (<I>Labracoglassa argentiventris</I>); Labracoglossid fish, skin; yellowtail (<i>Seriola queradiata</i>) with pseudotuberculosis; Yellowtail,Seriola queradiata,w/pseudotuberculosis"
taxon:217|organism:helicobacter mustelae,2,target_bacteria,taxon_organism,helicobacter mustelae,Helicobacter mustelae,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,4,2,2,8,True,1,True,2,3,True,2,3,True,1,1,True,1,2,True,"{""normalized_species_exact"": 2}",CIP 105374; CCUG 23653; LMG 8777; NCTC 12032; CIP 103759; ATCC 43772; CCUG 25715; NCTC 12198,F7/86; R85-136P,MEDIUM 45 - for Columbia agar with sheep blood; Brucella broth; CIP Medium 45,"Ferret, gastric mucosa; Ferret gastric mucosa; Animal, Ferret, gastric mucosa"
taxon:35817|organism:helicobacter heilmannii,2,target_bacteria,taxon_organism,helicobacter heilmannii,Helicobacter heilmannii,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,4,2,2,3,True,1,True,2,1,True,2,1,True,2,1,True,2,3,True,"{""normalized_species_exact"": 2}",DSM 24751; LMG 26292; DSM 23983,ASB1; ASB3,HELICOBACTER MEDIUM (DSMZ Medium 1279),gastric mucosa of the stomach of a cat
taxon:56877|organism:helicobacter bizzozeronii,1,target_bacteria,taxon_organism,helicobacter bizzozeronii,Helicobacter bizzozeronii,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,2,1,1,3,True,1,True,1,1,True,1,1,True,1,1,True,1,2,True,"{""normalized_species_exact"": 1}",CIP 105233; CCUG 35545; CCUG 35045,,MEDIUM 250 - for Bartonella bacilliformis and Helicobacter bizzozeronii,Canine gastic mucosa
taxon:201|organism:campylobacter lari,1,target_bacteria,taxon_organism,campylobacter lari,Campylobacter lari,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,40,20,20,47,True,2,True,3,3,True,19,15,True,10,5,True,6,11,True,"{""base_binomial_match_or_subspecies"": 4, ""normalized_species_exact"": 16}",CCUG 55789; LMG 11760; CCUG 55788; LMG 23917; CCUG 55786; LMG 21009; CCUG 29406; CCUG 29405; CCUG 22396; CCUG 22395; CCUG 20707; CCUG 20593; LMG 9914; LMG 10153; CCUG 20581; CCUG 19528; CCUG 19519; CCUG 19512; CCUG 18294; CCUG 18267,,MEDIUM 6 - Columbia agar with 10 % horse blood; CIP Medium 6; COLUMBIA BLOOD MEDIUM (DSMZ Medium 693),Human infection; Human feces; Shellfish; Human; Water
taxon:1046629|organism:streptococcus salivarius (strain 57.i),1,target_bacteria,taxon_organism,streptococcus salivarius,Streptococcus salivarius (strain 57.I),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,136,68,68,90,True,1,True,6,8,True,64,35,True,62,3,True,1,5,True,"{""base_binomial_match_or_subspecies"": 1, ""normalized_species_exact"": 67}",CCUG 61241; CCUG 61154; CCUG 56879; CCUG 53708; CCUG 52257; CCUG 50179; CCUG 49569; CCUG 46205; CCUG 45995; CCUG 45830; CCUG 45826; CCUG 44964; CCUG 44362; CCUG 44334; CCUG 44027; CCUG 43514; CCUG 43367; CCUG 43224; CCUG 43220; CCUG 42824,"10871; S20B; C699, S30D; Sal1; 275; 21367, Kiel 21367",MEDIUM 29- Brain heart agar; CIP Medium 29; CIP Medium 72; COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92),"Human blood,75-yr-old man; Human blood,newborn; Human blood,82-yr-old woman,suspected endocarditis; Human blood,newborn male; Human blood,77-yr-old woman"
taxon:2130|organism:ureaplasma urealyticum (ureaplasma urealyticum biotype 2),1,target_bacteria,taxon_organism,ureaplasma urealyticum,Ureaplasma urealyticum (Ureaplasma urealyticum biotype 2),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,2,1,1,5,True,1,True,1,2,True,1,1,True,0,0,False,1,1,True,"{""normalized_species_exact"": 1}",CIP 103755; ATCC 27618; NCTC 10177; CCUG 38149; CCUG 50782,"2K 160, 960 (CX8)",MEDIUM 80 - for Ureaplasma urealyticum; CIP Medium 80,"Human, Nongonococcal urethritis"
taxon:1393|organism:brevibacillus brevis (bacillus brevis),2,target_bacteria,taxon_organism,brevibacillus brevis,Brevibacillus brevis (Bacillus brevis),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,92,46,46,74,True,1,True,7,5,True,20,13,True,25,11,True,2,8,True,"{""normalized_species_exact"": 17, ""validated_bacdive_id_from_closure"": 29}",STI10420; CRBIP3.988; CRBIP3.987; CRBIP3.986; CRBIP3.931; CRBIP3.927; CRBIP3.880; CRBIP3.840; CRBIP3.742; CRBIP3.736; CRBIP3.667; CRBIP3.6020; CRBIP3.4954; CRBIP3.4688; CRBIP3.4343; CRBIP3.4342; CRBIP3.4337; CRBIP3.3937; CRBIP3.3899; CRBIP3.3898,IMET 10420; 6L4.3; 6L4.2; 6L4.1; 6 M imitata/65; 6; 52.87; 51.22; 40; 4 G; 31; Ul 1A; MOV II; LFB S2; Jo 8; Jo 72; Jo 41; II/3-2D.A; IAB 418; IAB 416,MEDIUM 3 - Columbia agar; CIP Medium 3; CIP Medium 72; STANDARD I MEDIUM (DSMZ Medium 453); NUTRIENT AGAR (DSMZ Medium 1),"Animal, Ephestia cautella; Blood culture; Environment, Soil; Human, Blood; Environment, Polluted water"
taxon:1058|organism:thiocapsa roseopersicina,4,target_bacteria,taxon_organism,thiocapsa roseopersicina,Thiocapsa roseopersicina,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,4,2,2,3,True,1,True,2,1,True,1,1,True,0,0,False,1,1,True,"{""normalized_species_exact"": 2}",DSM 221; NCIB 8347; DSM 217,1711,"PFENNIG'S MEDIUM I (modified 1988, for purple sulfur bacteria) (DSMZ Medium 28)",sugar plant washwater pond
taxon:42236|organism:streptomyces diastatochromogenes,1,target_bacteria,taxon_organism,streptomyces diastatochromogenes,Streptomyces diastatochromogenes,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,8,4,4,38,True,1,True,3,11,True,3,3,True,2,2,True,2,4,True,"{""normalized_species_exact"": 4}",STI40898; DSM 40700; CGMCC AS 4.1385; ETH 10908; DSM 40608; ATCC 23862; CCM 3013; IFO 13814; JCM 4244; KCC S-0244; NBRC 13814; KCTC 9720; NCIMB 10210; DSM 40449; ATCC 12309; CBS 370.58; CBS 690.72; ETH 31546; IFO 13389; IFO 3337,JA06587; Tü 20; IN-701; Ogata 207,GYM STREPTOMYCES MEDIUM (DSMZ Medium 65); ROLLED OATS MINERAL MEDIUM (DSMZ Medium 84); ISP 2; ISP 3; ISP 4,"soil; Soil; Environment, Soil"
taxon:1752|organism:propionibacterium freudenreichii subsp. shermanii,4,target_bacteria,taxon_organism,propionibacterium freudenreichii,Propionibacterium freudenreichii subsp. shermanii,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,16,8,8,32,True,1,True,4,4,True,6,8,True,3,2,True,2,22,True,"{""normalized_species_exact"": 8}",CCUG 48871; LMG 16423; CCUG 48870; LMG 16419; CCUG 43326; CCUG 18835; CCM 121; ATCC 4866; NCTC 5964; CIP 59.32; NCDO 1073; NCIMB 8896; DSM 20270; DSM 4902; ATCC 9614; NCDO 853; NCIB 8099; CCUG 36819; VPI 0405; CIP 103027,"3; E11.1; 53-W (Hitchner No. 33), 33",MEDIUM 20 - for Anaerobic bacteria; CIP Medium 20; PYG MEDIUM (MODIFIED) (DSMZ Medium 104); PROPIONIBACTERIUM AGAR (DSMZ Medium 91),"Sheep milk; Bread dough with beer yeast; Human brain abscess; Cheese,emmenthal; cheese"
taxon:1946|organism:streptomyces kasugaensis,1,target_bacteria,taxon_organism,streptomyces kasugaensis,Streptomyces kasugaensis,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,4,2,2,29,True,2,True,2,10,True,2,2,True,2,1,True,2,2,True,"{""normalized_species_exact"": 1, ""validated_bacdive_id_from_closure"": 1}",DSM 40819; ATCC 15714; IFO 13851; JCM 4208; KCC S-0208; NBRC 13851; BCRC 12349; KCTC 1078; KCTC 2113; MTCC 6919; NCIMB 12239; NCIMB 12717; DSM 40839; ATCC 29806; CECT 7364; ETH 24125; IFO 13780; KCC S-0126; NBRC 13780; NIHJ 198,"BL904, M338-M1",GYM STREPTOMYCES MEDIUM (DSMZ Medium 65); ISP 2; ISP 3; ISP 4; ISP 5,soil; Soil
taxon:1581|organism:lentilactobacillus buchneri (lactobacillus buchneri),1,target_bacteria,taxon_organism,lentilactobacillus buchneri,Lentilactobacillus buchneri (Lactobacillus buchneri),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,18,9,9,33,True,2,True,6,6,True,5,7,True,2,2,True,2,6,True,"{""base_binomial_match_or_subspecies"": 2, ""normalized_species_exact"": 6, ""validated_bacdive_id_from_closure"": 1}",CRBIP24.91; CRBIP24.90; Br 190; CRBIP24.89; CRBIP24.88; JCM 1069; JCM 1068; LMG 12023; VTT E-981150; DSM 107969; JCM 32599; SG 162; CCUG 38848; DSM 20057; ATCC 4005; CCM 1819; NCDO 110; NCIB 8007; CCUG 21532; JCM 1115,Bu52; BA 7820; Bu 111,"De Man, Rogosa and Sharpe Agar; Trypticase Soy Agar; CIP Medium 40; MRS MEDIUM (DSMZ Medium 11); MEDIUM 41- for Lactobacillus, Leuconostoc, Weissella, Pediococcus, Sporolactobacillus inulinus",Human intestine; fermented rice grain; Rice grain silage in Japan; Mouse stomach; tomato pulp
taxon:54291|organism:raoultella ornithinolytica (klebsiella ornithinolytica),1,target_bacteria,taxon_organism,raoultella ornithinolytica,Raoultella ornithinolytica (Klebsiella ornithinolytica),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,20,10,10,20,True,1,True,4,5,True,6,4,True,4,2,True,1,1,True,"{""normalized_species_exact"": 10}",JCM 7523; JCM 7522; CCUG 56221; CCUG 53980; CCUG 52805; CCUG 6005; CIP 53.7; BR 22; CIP 53.20; BR 35; CIP 103576; ATCC 31898; DSM 7464; CCM 4873; JCM 6096; NIH 90-72; CCUG 26769; CIP 103364; NBRC 105727; CCUG 26625,LRA 061 11 91,MEDIUM 3 - Columbia agar; CIP Medium 3; COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); CASO AGAR (MERCK 105458) (DSMZ Medium 220); CIP Medium 72,"Urine; Human urine,87-yr-old woman; Human urine,58-yr-old woman; urine"
taxon:352475|organism:shinella zoogloeoides (crabtreella saccharophila),1,target_bacteria,taxon_organism,shinella zoogloeoides,Shinella zoogloeoides (Crabtreella saccharophila),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,2,1,1,11,True,1,True,1,1,True,1,3,True,0,0,False,1,3,True,"{""normalized_species_exact"": 1}",DSM 287; ATCC 19623; CCM 2456; NCIB 10340; NCTC 10482; CCUG 35204; NCIMB 10340; LMG 4433; IAM 12669; JCM 20728; NBRC 102405,1-16M,NUTRIENT AGAR (DSMZ Medium 1),"activated sludge; Sludge,activated; Flocs in sewage sludge (activated)"
taxon:13725|organism:thiocystis violacea,1,target_bacteria,taxon_organism,thiocystis violacea,Thiocystis violacea,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,4,2,2,4,True,1,True,1,1,True,2,2,True,0,0,False,2,2,True,"{""normalized_species_exact"": 2}",DSM 208; Pfennig 2311; DSM 207; Pfennig 2711,2311; 2711,"PFENNIG'S MEDIUM I (modified 1988, for purple sulfur bacteria) (DSMZ Medium 28)",estuary; forest pond
taxon:2223|organism:methanothrix soehngenii (methanosaeta concilii),2,target_archaea,taxon_organism,methanothrix soehngenii,Methanothrix soehngenii (Methanosaeta concilii),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,8,4,4,9,True,1,True,0,0,False,4,5,True,4,4,True,1,1,True,"{""normalized_species_exact"": 4}",DSM 3671; JCM 10134; NBRC 103675; OCM 69; ATCC 35969; NRC 2989; DSM 6752; DSM 3013; DSM 2139,GP6; MTKO; FE; Opfikon,,"acetic acid enrichment from pear waste digester inoculated with sewage sludge; Sewage sludge; sludge, anaerobic fixed-bed digestor; mesophilic digester; anaerobic sewage sludge"
taxon:68270|organism:streptomyces spectabilis,1,target_bacteria,taxon_organism,streptomyces spectabilis,Streptomyces spectabilis,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,4,2,2,21,True,1,True,2,9,True,1,1,True,1,1,True,1,4,True,"{""normalized_species_exact"": 2}",DSM 40779; UC 2294; DSM 40512; ATCC 27465; CBS 725.72; IFO 13424; ISP 5512; JCM 4308; NBRC 13424; NRRL 2494; RIA 1385; BCRC 12648; CECT 3146; IFO 15441; JCM 4832; KCTC 9218; LMG 5986; NBIMCC 70; NBRC 15441; NCAIM B.01936,A 3143,GYM STREPTOMYCES MEDIUM (DSMZ Medium 65); ROLLED OATS MINERAL MEDIUM (DSMZ Medium 84); STARCH - MINERAL SALT - AGAR (STMS) (DSMZ Medium 252); ISP 2; ISP 3,Soil
proteome:UP000000276,2,target_bacteria,proteome,corynebacterium pseudotuberculosis,Corynebacterium pseudotuberculosis (strain C231),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,28,14,14,34,True,1,True,13,12,True,14,17,True,8,3,True,3,4,True,"{""normalized_species_exact"": 14}",CCUG 27541; NCTC 4655; CIP 52.103; CIP 52.104; CIP 52.97; CCUG 43567; CIP A94; CCUG 43566; CIP 59.46; CCUG 43568; CIP A95; CIP 58.3; CIP A93; DSM 20689; ATCC 19410; NCTC 3450; CCUG 2806; LMG 19054; CIP 102968; JCM 9389,"Fleming; PR; Krieger; Méd; Roi de Pique; E23; Brie; 169, Songer 169; 2808, Songer 2808; 2804, Songer 2804",MEDIUM 3 - Columbia agar; CIP Medium 3; CIP Medium 72; ISP 2; ISP 3,"Horse; Animal, Horse, lymphangitis; Horse lymphangitis; Horse abscess; Animal, Horse, abscess"
taxon:41170|organism:exiguobacterium acetylicum (brevibacterium acetylicum),4,target_bacteria,taxon_organism,exiguobacterium acetylicum,Exiguobacterium acetylicum (Brevibacterium acetylicum),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,24,12,12,28,True,1,True,11,10,True,12,10,True,10,2,True,1,1,True,"{""normalized_species_exact"": 11, ""validated_bacdive_id_from_closure"": 1}",CCUG 26440; CIP 102816; CIP 102463; CIP 101227; CIP 101809; CIP 102815; CIP 102814; CIP 102826; CIP 102530; CIP 102196; CIP 102738; DSM 20416; ATCC 953; NCIB 9889; CCUG 32630; JCM 1968; BCRC 10378; BCRC 17390; CGMCC 1.1917; CIP 82.109,62.87; 482-86; R 555; 625.85; 63.87; 61.87; 85.87; 1005,MEDIUM 3 - Columbia agar; CIP Medium 3; CIP Medium 72; ISP 2; ISP 3,"Contaminant; Animal, Chicken; Human, Nose; Human, Spinal fluid; Human, Blood"
